datetime,user_id,event_name,page,product_id,order_id,revenue
2024-01-17 19:54:53,12,purchase,cart,257,100014,820.89
2024-01-08 18:17:00,13,view,catalog,,,
2024-01-08 18:17:50,13,click,pdp,476,,
2024-01-04 00:07:00,13,view,catalog,,,
2024-01-04 00:07:32,13,add,recommendations,467,,
2024-01-04 00:07:33,13,view,cart,,,
2024-01-04 00:08:02,13,purchase,cart,467,100015,332.66
2024-01-29 07:00:00,13,view,recommendations,,,
2024-01-29 07:00:23,13,click,pdp,328,,
2024-01-29 07:00:38,13,add,pdp,328,,
2024-01-29 07:00:57,13,view,cart,,,
2024-01-29 07:01:06,13,purchase,cart,328,100016,516.97
2024-01-20 04:53:00,13,view,catalog,,,
2024-01-20 04:53:48,13,click,pdp,330,,
2024-01-29 17:01:00,14,add,catalog,234,,
2024-01-05 05:29:00,14,view,recommendations,,,
2024-01-22 11:23:00,14,click,pdp,494,,
2024-01-22 11:23:17,14,add,pdp,494,,
2024-01-22 11:23:34,14,view,cart,,,
2024-01-22 11:23:37,14,purchase,cart,494,100017,206.72
2024-01-09 21:21:00,14,view,search,,,
2024-01-02 22:36:00,14,click,pdp,42,,
2024-01-02 22:36:06,14,add,pdp,42,,
2024-01-02 22:36:11,14,view,cart,,,
2024-01-02 22:36:24,14,purchase,cart,42,100018,441.48
2024-01-06 07:33:00,15,view,main_page,,,
2024-01-06 07:33:07,15,click,pdp,401,,
2024-01-14 01:53:00,15,view,main_page,,,
2024-01-29 20:10:00,15,view,recommendations,,,
2024-01-08 02:53:00,15,view,recommendations,,,
2024-01-08 02:53:54,15,click,pdp,312,,
2024-01-08 02:53:58,15,add,pdp,312,,
2024-01-08 02:54:17,15,view,cart,,,
2024-01-08 02:54:35,15,purchase,cart,312,100019,87.54
2024-01-11 01:08:00,15,view,main_page,,,
2024-01-11 01:08:09,15,click,pdp,129,,
2024-01-11 01:08:20,15,add,pdp,129,,
2024-01-11 01:08:27,15,view,cart,,,
2024-01-11 01:09:05,15,purchase,cart,129,100020,13.52
2024-01-25 22:48:00,16,view,recommendations,,,
2024-01-12 14:58:00,17,view,search,,,
2024-01-12 14:58:47,17,add,catalog,16,,
2024-01-12 14:58:54,17,view,cart,,,
2024-01-12 14:59:02,17,purchase,cart,16,100021,176.04
2024-01-08 17:58:00,17,view,catalog,,,
2024-01-08 17:58:30,17,click,pdp,483,,
2024-01-14 23:34:00,17,view,search,,,
2024-01-14 23:34:03,17,click,pdp,424,,
2024-01-14 23:34:26,17,add,pdp,424,,
2024-01-04 21:24:00,17,view,recommendations,,,
2024-01-04 21:24:45,17,click,pdp,382,,
2024-01-13 17:31:00,18,view,search,,,
2024-01-13 17:31:52,18,click,pdp,497,,
2024-01-13 17:32:13,18,add,pdp,497,,
2024-01-15 09:29:00,18,view,recommendations,,,
2024-01-17 02:44:00,18,view,search,,,
2024-01-01 20:45:00,19,view,main_page,,,
2024-01-01 20:45:57,19,add,pdp,140,,
2024-01-01 20:46:02,19,view,cart,,,
2024-01-01 20:46:09,19,purchase,cart,140,100022,1159.61
2024-01-04 07:19:00,19,view,main_page,,,
2024-01-04 07:19:51,19,click,pdp,330,,
2024-01-04 07:20:16,19,add,pdp,330,,
2024-01-04 07:20:33,19,view,cart,,,
2024-01-04 07:20:40,19,purchase,cart,330,100023,285.96
2024-01-29 09:34:00,19,view,main_page,,,
2024-01-11 08:55:00,20,view,main_page,,,
2024-01-11 08:55:09,20,add,pdp,226,,
2024-01-11 08:55:24,20,view,cart,,,
2024-01-11 08:55:30,20,purchase,cart,226,100024,275.22
2024-01-24 14:37:00,20,view,recommendations,,,
2024-01-24 14:37:26,20,click,pdp,37,,
2024-01-08 12:31:00,21,add,catalog,40,,
2024-01-08 12:31:13,21,view,cart,,,
2024-01-08 12:31:20,21,purchase,cart,40,100025,449.54
2024-01-08 00:58:00,21,view,main_page,,,
2024-01-08 00:58:43,21,add,catalog,181,,
2024-01-08 00:58:49,21,view,cart,,,
2024-01-08 00:58:55,21,purchase,cart,181,100026,400.62
2024-01-25 18:30:00,21,view,recommendations,,,
2024-01-25 18:30:43,21,click,pdp,39,,
2024-01-25 18:30:47,21,add,pdp,39,,
2024-01-25 18:31:00,21,view,cart,,,
2024-01-25 18:31:03,21,purchase,cart,39,100027,628.84
2024-01-27 16:40:00,21,view,search,,,
2024-01-16 05:18:00,21,view,recommendations,,,
2024-01-16 05:18:34,21,click,pdp,60,,
2024-01-16 05:18:39,21,add,pdp,60,,
2024-01-16 05:18:43,21,view,cart,,,
2024-01-16 05:19:20,21,purchase,cart,60,100028,274.67
2024-01-17 09:53:00,22,view,recommendations,,,
2024-01-27 02:51:00,23,view,main_page,,,
2024-01-15 14:31:00,23,view,catalog,,,
2024-01-15 14:31:26,23,add,pdp,226,,
2024-01-15 14:31:29,23,view,cart,,,
2024-01-15 14:31:45,23,purchase,cart,226,100029,281.21
2024-01-11 19:31:00,23,view,recommendations,,,
2024-01-11 19:31:22,23,add,recommendations,195,,
2024-01-11 19:31:37,23,view,cart,,,
2024-01-11 19:31:58,23,purchase,cart,195,100030,331.48
2024-01-05 02:58:00,23,view,search,,,
2024-01-03 16:24:00,23,view,catalog,,,
2024-01-03 16:24:44,23,click,pdp,72,,
2024-01-27 13:49:00,24,view,main_page,,,
2024-01-27 13:49:44,24,add,recommendations,316,,
2024-01-27 13:49:58,24,view,cart,,,
2024-01-27 13:50:29,24,purchase,cart,316,100031,592.01
2024-01-30 11:19:00,24,view,recommendations,,,
2024-01-30 11:19:57,24,click,pdp,214,,
2024-01-30 11:20:18,24,add,pdp,214,,
2024-01-30 11:20:26,24,view,cart,,,
2024-01-30 11:20:40,24,purchase,cart,214,100032,199.5
2024-01-18 17:45:00,24,view,recommendations,,,
2024-01-18 17:45:11,24,add,pdp,289,,
2024-01-18 17:45:19,24,view,cart,,,
2024-01-18 17:45:44,24,purchase,cart,289,100033,252.08
2024-01-25 13:31:00,24,view,search,,,
2024-01-10 07:31:00,24,view,search,,,
2024-01-10 07:31:33,24,click,pdp,461,,
2024-01-10 07:31:46,24,add,pdp,461,,
2024-01-10 07:31:53,24,view,cart,,,
2024-01-10 07:32:20,24,purchase,cart,461,100034,135.93
2024-01-12 16:39:00,25,view,catalog,,,
2024-01-12 16:39:06,25,click,pdp,73,,
2024-01-08 07:49:00,25,click,pdp,251,,
2024-01-22 02:40:00,26,view,catalog,,,
2024-01-22 02:40:18,26,add,pdp,87,,
2024-01-22 02:40:31,26,view,cart,,,
2024-01-22 02:40:51,26,purchase,cart,87,100035,871.7
2024-01-13 07:28:00,26,view,recommendations,,,
2024-01-13 07:28:51,26,add,search,454,,
2024-01-09 02:27:00,26,view,main_page,,,
2024-01-09 02:27:29,26,click,pdp,207,,
2024-01-09 02:27:41,26,add,pdp,207,,
2024-01-09 02:27:46,26,view,cart,,,
2024-01-09 02:28:07,26,purchase,cart,207,100036,110.67
2024-01-17 18:31:00,26,view,main_page,,,
2024-01-17 18:31:34,26,click,pdp,66,,
2024-01-17 18:31:38,26,add,pdp,66,,
2024-01-12 02:44:00,27,view,catalog,,,
2024-01-12 02:44:33,27,click,pdp,8,,
2024-01-14 13:01:00,27,view,search,,,
2024-01-14 13:01:45,27,click,pdp,316,,
2024-01-14 13:01:59,27,add,pdp,316,,
2024-01-14 13:02:01,27,view,cart,,,
2024-01-14 13:02:19,27,purchase,cart,316,100037,668.56
2024-01-05 04:00:00,28,view,recommendations,,,
2024-01-05 04:00:45,28,click,pdp,287,,
2024-01-05 04:00:48,28,add,pdp,287,,
2024-01-05 04:01:04,28,view,cart,,,
2024-01-05 04:01:15,28,purchase,cart,287,100038,502.85
2024-01-01 04:19:00,28,view,main_page,,,
2024-01-01 04:19:57,28,click,pdp,468,,
2024-01-28 14:14:00,28,view,main_page,,,
2024-01-28 14:14:20,28,click,pdp,130,,
2024-01-03 05:36:00,29,view,main_page,,,
2024-01-03 05:36:49,29,click,pdp,12,,
2024-01-03 05:37:10,29,add,pdp,12,,
2024-01-03 05:37:21,29,view,cart,,,
2024-01-03 05:37:47,29,purchase,cart,12,100039,1024.2
2024-01-07 23:46:00,29,view,recommendations,,,
2024-01-07 23:46:38,29,click,pdp,384,,
2024-01-10 22:07:00,29,view,catalog,,,
2024-01-10 22:07:08,29,add,search,358,,
2024-01-10 22:07:23,29,view,cart,,,
2024-01-10 22:07:50,29,purchase,cart,358,100040,560.26
2024-01-18 17:16:00,29,click,pdp,76,,
2024-01-01 00:18:00,29,click,pdp,361,,
2024-01-01 00:18:28,29,add,pdp,361,,
2024-01-01 00:18:34,29,view,cart,,,
2024-01-01 00:19:08,29,purchase,cart,361,100041,379.61
2024-01-13 08:10:00,30,view,search,,,
2024-01-19 05:33:00,30,add,recommendations,365,,
2024-01-19 05:33:07,30,view,cart,,,
2024-01-19 05:33:23,30,purchase,cart,365,100042,991.12
2024-01-07 14:20:00,30,view,main_page,,,
2024-01-07 14:20:33,30,click,pdp,497,,
2024-01-07 14:20:39,30,add,pdp,497,,
2024-01-07 14:20:42,30,view,cart,,,
2024-01-07 14:20:57,30,purchase,cart,497,100043,615.92
2024-01-28 20:28:00,30,view,main_page,,,
2024-01-28 20:28:34,30,click,pdp,463,,
2024-01-28 20:28:49,30,add,pdp,463,,
2024-01-13 20:22:00,31,view,catalog,,,
2024-01-25 03:10:00,31,view,main_page,,,
2024-01-25 03:10:13,31,click,pdp,290,,
2024-01-25 03:10:17,31,add,pdp,290,,
2024-01-25 03:10:31,31,view,cart,,,
2024-01-25 03:11:00,31,purchase,cart,290,100044,604.24
2024-01-10 03:29:00,31,view,main_page,,,
2024-01-30 10:06:00,31,view,main_page,,,
2024-01-10 23:35:00,32,view,catalog,,,
2024-01-10 23:35:54,32,click,pdp,376,,
2024-01-09 08:14:00,33,view,main_page,,,
2024-01-16 16:25:00,33,view,search,,,
2024-01-28 06:09:00,33,view,recommendations,,,
2024-01-28 06:09:10,33,click,pdp,242,,
2024-01-02 00:54:00,33,view,recommendations,,,
2024-01-02 00:54:37,33,click,pdp,476,,
2024-01-02 00:54:48,33,add,pdp,476,,
2024-01-02 00:55:02,33,view,cart,,,
2024-01-02 00:55:28,33,purchase,cart,476,100045,1186.79
2024-01-07 20:17:00,33,view,main_page,,,
2024-01-28 13:18:00,34,view,search,,,
2024-01-28 13:18:32,34,click,pdp,494,,
2024-01-03 08:07:00,34,view,main_page,,,
2024-01-03 08:07:39,34,add,recommendations,49,,
2024-01-03 08:07:44,34,view,cart,,,
2024-01-03 08:08:17,34,purchase,cart,49,100046,560.07
2024-01-08 17:02:00,34,view,search,,,
2024-01-08 17:02:03,34,add,search,130,,
2024-01-08 17:02:09,34,view,cart,,,
2024-01-08 17:02:44,34,purchase,cart,130,100047,504.57
2024-01-05 12:28:00,35,view,recommendations,,,
2024-01-05 12:28:42,35,add,recommendations,121,,
2024-01-05 12:28:59,35,view,cart,,,
2024-01-05 12:29:08,35,purchase,cart,121,100048,905.02
2024-01-30 12:22:00,35,add,recommendations,468,,
2024-01-30 12:22:01,35,view,cart,,,
2024-01-30 12:22:23,35,purchase,cart,468,100049,728.27
2024-01-18 07:38:00,35,view,recommendations,,,
2024-01-18 07:38:38,35,click,pdp,142,,
2024-01-18 07:39:01,35,add,pdp,142,,
2024-01-18 07:39:03,35,view,cart,,,
2024-01-18 07:39:06,35,purchase,cart,142,100050,304.58
2024-01-01 10:02:00,35,view,search,,,
2024-01-15 21:36:00,36,view,catalog,,,
2024-01-15 21:36:49,36,add,search,82,,
2024-01-06 02:15:00,36,view,main_page,,,
2024-01-06 02:15:15,36,click,pdp,66,,
2024-01-06 02:15:18,36,add,pdp,66,,
2024-01-06 02:15:36,36,view,cart,,,
2024-01-06 02:16:02,36,purchase,cart,66,100051,563.72
2024-01-22 00:35:00,36,view,recommendations,,,
2024-01-09 05:24:00,37,view,recommendations,,,
2024-01-09 05:24:21,37,click,pdp,25,,
2024-01-09 05:24:34,37,add,pdp,25,,
2024-01-20 17:28:00,37,add,recommendations,43,,
2024-01-20 17:28:19,37,view,cart,,,
2024-01-20 17:28:25,37,purchase,cart,43,100052,48.99
2024-01-25 01:10:00,37,view,recommendations,,,
2024-01-19 08:34:00,37,view,search,,,
2024-01-19 08:34:46,37,add,pdp,80,,
2024-01-19 08:34:50,37,view,cart,,,
2024-01-19 08:35:08,37,purchase,cart,80,100053,111.37
2024-01-04 05:38:00,38,view,recommendations,,,
2024-01-04 05:38:35,38,click,pdp,92,,
2024-01-22 04:54:00,38,view,main_page,,,
2024-01-21 09:22:00,38,view,main_page,,,
2024-01-21 09:22:01,38,click,pdp,474,,
2024-01-21 09:22:22,38,add,pdp,474,,
2024-01-21 09:22:27,38,view,cart,,,
2024-01-21 09:23:04,38,purchase,cart,474,100054,846.34
2024-01-28 10:20:00,38,view,main_page,,,
2024-01-28 10:20:26,38,click,pdp,34,,
2024-01-20 05:41:00,39,add,pdp,192,,
2024-01-20 05:41:09,39,view,cart,,,
2024-01-20 05:41:39,39,purchase,cart,192,100055,818.97
2024-01-26 07:20:00,39,view,search,,,
2024-01-08 16:14:00,39,view,recommendations,,,
2024-01-08 16:14:45,39,add,catalog,416,,
2024-01-08 16:14:50,39,view,cart,,,
2024-01-08 16:14:59,39,purchase,cart,416,100056,378.57
2024-01-19 10:57:00,41,view,search,,,
2024-01-19 10:57:32,41,click,pdp,138,,
2024-01-15 17:02:00,42,view,recommendations,,,
2024-01-15 17:02:14,42,click,pdp,217,,
2024-01-15 17:02:32,42,add,pdp,217,,
2024-01-15 17:02:36,42,view,cart,,,
2024-01-15 17:02:39,42,purchase,cart,217,100057,345.68
2024-01-10 14:16:00,43,view,main_page,,,
2024-01-10 14:16:25,43,click,pdp,334,,
2024-01-10 14:16:50,43,add,pdp,334,,
2024-01-10 14:17:02,43,view,cart,,,
2024-01-10 14:17:24,43,purchase,cart,334,100058,114.21
2024-01-30 22:38:00,43,view,catalog,,,
2024-01-30 22:38:18,43,add,search,149,,
2024-01-30 22:38:26,43,view,cart,,,
2024-01-30 22:38:50,43,purchase,cart,149,100059,64.77
2024-01-22 21:42:00,43,click,pdp,466,,
2024-01-27 17:30:00,43,view,recommendations,,,
2024-01-01 23:02:00,44,view,main_page,,,
2024-01-15 04:46:00,44,view,recommendations,,,
2024-01-15 04:46:08,44,add,recommendations,261,,
2024-01-15 04:46:16,44,view,cart,,,
2024-01-15 04:46:51,44,purchase,cart,261,100060,545.59
2024-01-21 13:38:00,44,view,main_page,,,
2024-01-10 21:11:00,45,view,main_page,,,
2024-01-20 10:15:00,45,add,recommendations,211,,
2024-01-20 10:15:15,45,view,cart,,,
2024-01-20 10:15:36,45,purchase,cart,211,100061,615.3
2024-01-03 04:37:00,45,view,catalog,,,
2024-01-03 04:37:21,45,click,pdp,430,,
2024-01-03 04:37:46,45,add,pdp,430,,
2024-01-03 04:38:03,45,view,cart,,,
2024-01-03 04:38:08,45,purchase,cart,430,100062,126.41
2024-01-24 04:15:00,45,view,recommendations,,,
2024-01-24 04:15:56,45,click,pdp,162,,
2024-01-24 04:16:15,45,add,pdp,162,,
2024-01-24 04:16:34,45,view,cart,,,
2024-01-24 04:16:54,45,purchase,cart,162,100063,523.68
2024-01-06 20:30:00,46,view,recommendations,,,
2024-01-06 20:30:45,46,add,pdp,183,,
2024-01-06 20:31:03,46,view,cart,,,
2024-01-06 20:31:32,46,purchase,cart,183,100064,1012.68
2024-01-25 21:44:00,46,view,recommendations,,,
2024-01-27 14:05:00,46,add,pdp,137,,
2024-01-27 14:05:10,46,view,cart,,,
2024-01-27 14:05:24,46,purchase,cart,137,100065,565.54
2024-01-30 21:44:00,46,view,main_page,,,
2024-01-26 18:04:00,47,view,recommendations,,,
2024-01-26 18:04:49,47,click,pdp,192,,
2024-01-22 13:43:00,48,view,recommendations,,,
2024-01-22 13:43:24,48,click,pdp,213,,
2024-01-22 13:43:36,48,add,pdp,213,,
2024-01-22 13:43:43,48,view,cart,,,
2024-01-22 13:44:12,48,purchase,cart,213,100066,730.72
2024-01-16 15:53:00,48,click,pdp,329,,
2024-01-16 15:53:24,48,add,pdp,329,,
2024-01-25 20:03:00,48,view,catalog,,,
2024-01-18 23:10:00,48,view,recommendations,,,
2024-01-18 23:10:07,48,click,pdp,154,,
2024-01-05 02:22:00,49,view,main_page,,,
2024-01-05 02:22:19,49,add,pdp,341,,
2024-01-05 02:22:28,49,view,cart,,,
2024-01-05 02:22:33,49,purchase,cart,341,100067,480.41
2024-01-07 21:54:00,49,view,main_page,,,
2024-01-07 21:54:34,49,click,pdp,43,,
2024-01-07 21:54:56,49,add,pdp,43,,
2024-01-07 21:54:58,49,view,cart,,,
2024-01-07 21:55:05,49,purchase,cart,43,100068,50.16
2024-01-22 15:56:00,50,view,recommendations,,,
2024-01-22 15:56:48,50,click,pdp,167,,
2024-01-06 09:34:00,50,view,recommendations,,,
2024-01-06 09:34:32,50,click,pdp,20,,
2024-01-28 13:26:00,50,view,search,,,
2024-01-02 23:02:00,50,view,search,,,
2024-01-27 17:42:00,51,view,catalog,,,
2024-01-27 17:42:56,51,click,pdp,8,,
2024-01-05 20:07:00,51,view,catalog,,,
2024-01-18 09:19:00,51,view,catalog,,,
2024-01-03 17:42:00,51,view,recommendations,,,
2024-01-03 17:42:01,51,add,recommendations,8,,
2024-01-03 17:42:17,51,view,cart,,,
2024-01-03 17:42:22,51,purchase,cart,8,100069,971.13
2024-01-12 10:45:00,52,click,pdp,375,,
2024-01-12 10:45:13,52,add,pdp,375,,
2024-01-27 22:26:00,52,view,main_page,,,
2024-01-02 04:34:00,52,view,main_page,,,
2024-01-25 10:01:00,53,view,main_page,,,
2024-01-25 10:01:21,53,add,recommendations,470,,
2024-01-24 00:20:00,53,view,main_page,,,
2024-01-24 00:20:51,53,add,catalog,314,,
2024-01-24 00:21:07,53,view,cart,,,
2024-01-24 00:21:25,53,purchase,cart,314,100070,1094.55
2024-01-30 14:26:00,53,view,main_page,,,
2024-01-30 14:26:16,53,add,recommendations,483,,
2024-01-30 14:26:31,53,view,cart,,,
2024-01-30 14:26:41,53,purchase,cart,483,100071,488.57
2024-01-25 14:37:00,54,view,catalog,,,
2024-01-25 14:37:57,54,add,recommendations,302,,
2024-01-25 14:38:09,54,view,cart,,,
2024-01-25 14:38:19,54,purchase,cart,302,100072,597.89
2024-01-15 17:50:00,54,click,pdp,443,,
2024-01-15 17:50:24,54,add,pdp,443,,
2024-01-08 02:18:00,54,view,main_page,,,
2024-01-08 02:18:25,54,add,catalog,270,,
2024-01-19 08:27:00,55,click,pdp,73,,
2024-01-19 08:27:23,55,add,pdp,73,,
2024-01-14 23:37:00,55,view,recommendations,,,
2024-01-14 23:37:17,55,click,pdp,320,,
2024-01-14 23:37:37,55,add,pdp,320,,
2024-01-14 23:37:48,55,view,cart,,,
2024-01-14 23:38:03,55,purchase,cart,320,100073,282.81
2024-01-27 03:27:00,55,add,catalog,86,,
2024-01-27 03:27:16,55,view,cart,,,
2024-01-27 03:27:47,55,purchase,cart,86,100074,322.53
2024-01-21 04:47:00,56,view,recommendations,,,
2024-01-23 14:39:00,57,add,search,15,,
2024-01-23 14:39:08,57,view,cart,,,
2024-01-23 14:39:47,57,purchase,cart,15,100075,196.98
2024-01-07 03:21:00,58,view,search,,,
2024-01-02 22:40:00,58,view,search,,,
2024-01-18 16:11:00,58,view,recommendations,,,
2024-01-18 16:11:19,58,click,pdp,449,,
2024-01-18 16:11:32,58,add,pdp,449,,
2024-01-18 16:11:40,58,view,cart,,,
2024-01-18 16:12:01,58,purchase,cart,449,100076,337.67
2024-01-14 16:07:00,59,add,pdp,295,,
2024-01-14 16:07:10,59,view,cart,,,
2024-01-14 16:07:20,59,purchase,cart,295,100077,152.99
2024-01-09 16:23:00,59,view,catalog,,,
2024-01-13 10:45:00,59,view,catalog,,,
2024-01-13 10:45:46,59,click,pdp,168,,
2024-01-29 20:44:00,59,view,main_page,,,
2024-01-28 04:07:00,59,view,catalog,,,
2024-01-28 04:07:30,59,click,pdp,215,,
2024-01-01 03:17:00,60,view,recommendations,,,
2024-01-01 11:57:00,60,view,catalog,,,
2024-01-01 11:57:02,60,add,catalog,105,,
2024-01-01 11:57:13,60,view,cart,,,
2024-01-01 11:57:28,60,purchase,cart,105,100078,957.95
2024-01-28 02:19:00,61,view,search,,,
2024-01-28 02:19:29,61,add,search,400,,
2024-01-28 02:19:46,61,view,cart,,,
2024-01-28 02:19:59,61,purchase,cart,400,100079,694.94
2024-01-05 20:48:00,62,view,main_page,,,
2024-01-22 10:17:00,62,view,catalog,,,
2024-01-22 10:17:09,62,click,pdp,122,,
2024-01-03 02:27:00,62,add,recommendations,360,,
2024-01-03 02:27:04,62,view,cart,,,
2024-01-03 02:27:29,62,purchase,cart,360,100080,550.63
2024-01-28 04:06:00,62,view,main_page,,,
2024-01-19 09:17:00,62,view,catalog,,,
2024-01-06 04:07:00,63,click,pdp,486,,
2024-01-06 04:07:04,63,add,pdp,486,,
2024-01-06 04:07:22,63,view,cart,,,
2024-01-06 04:07:47,63,purchase,cart,486,100081,904.11
2024-01-13 03:25:00,63,view,catalog,,,
2024-01-13 03:25:27,63,click,pdp,306,,
2024-01-13 03:25:56,63,add,pdp,306,,
2024-01-29 04:41:00,63,view,catalog,,,
2024-01-29 04:41:06,63,add,pdp,201,,
2024-01-29 04:41:21,63,view,cart,,,
2024-01-29 04:41:39,63,purchase,cart,201,100082,616.05
2024-01-09 16:12:00,64,view,main_page,,,
2024-01-03 09:33:00,64,view,main_page,,,
2024-01-03 09:33:21,64,click,pdp,492,,
2024-01-03 09:33:32,64,add,pdp,492,,
2024-01-03 09:33:51,64,view,cart,,,
2024-01-03 09:34:16,64,purchase,cart,492,100083,748.65
2024-01-15 01:10:00,64,view,main_page,,,
2024-01-08 21:56:00,64,view,main_page,,,
2024-01-08 21:56:39,64,add,pdp,284,,
2024-01-11 21:44:00,65,click,pdp,395,,
2024-01-20 08:45:00,65,click,pdp,147,,
2024-01-20 08:45:12,65,add,pdp,147,,
2024-01-20 08:45:18,65,view,cart,,,
2024-01-20 08:45:55,65,purchase,cart,147,100084,560.9
2024-01-30 23:22:00,65,view,recommendations,,,
2024-01-30 23:22:57,65,add,search,465,,
2024-01-30 23:23:15,65,view,cart,,,
2024-01-30 23:23:20,65,purchase,cart,465,100085,1080.59
2024-01-13 16:16:00,66,view,recommendations,,,
2024-01-13 16:16:19,66,click,pdp,323,,
2024-01-16 17:31:00,67,view,catalog,,,
2024-01-16 17:31:03,67,add,pdp,298,,
2024-01-09 23:34:00,67,view,search,,,
2024-01-18 07:25:00,67,view,search,,,
2024-01-18 07:25:07,67,add,pdp,292,,
2024-01-18 07:25:22,67,view,cart,,,
2024-01-18 07:25:31,67,purchase,cart,292,100086,52.03
2024-01-09 00:35:00,67,view,recommendations,,,
2024-01-09 00:35:23,67,click,pdp,430,,
2024-01-09 00:35:27,67,add,pdp,430,,
